,Amount missing,Persentage missing
"SympChck,CSC_51C",3,0.211864406779661
"SympChck,CSC_41C",3,0.211864406779661
"ICU_P,ICU_P_16",3,0.211864406779661
"SWAN,SWAN_13",3,0.211864406779661
"SympChck,CSC_55dP",3,0.211864406779661
"CBCL,CBCL_105",3,0.211864406779661
"SWAN,SWAN_14",3,0.211864406779661
"ICU_P,ICU_P_11",3,0.211864406779661
"ICU_P,ICU_P_17",3,0.211864406779661
"SRS,SRS_02",3,0.211864406779661
"CBCL,CBCL_108",3,0.211864406779661
"SympChck,CSC_28P",3,0.211864406779661
"SDQ,SDQ_20",3,0.211864406779661
"SDQ,SDQ_21",3,0.211864406779661
"SympChck,CSC_42C",3,0.211864406779661
"SympChck,CSC_38C",3,0.211864406779661
"ICU_P,ICU_P_19",3,0.211864406779661
"SympChck,CSC_40P",3,0.211864406779661
"SympChck,CSC_24C",3,0.211864406779661
"ICU_P,ICU_P_03",3,0.211864406779661
"CBCL,CBCL_100",3,0.211864406779661
"CBCL,CBCL_109",3,0.211864406779661
"CBCL,CBCL_10",3,0.211864406779661
"APQ_SR,APQ_SR_31",2,0.14124293785310735
"SDQ,SDQ_18",2,0.14124293785310735
"SCARED_SR,SCARED_SR_27",2,0.14124293785310735
"APQ_SR,APQ_SR_27",2,0.14124293785310735
"APQ_SR,APQ_SR_29",2,0.14124293785310735
"C3SR,C3SR_15",2,0.14124293785310735
"APQ_SR,APQ_SR_30",2,0.14124293785310735
"C3SR,C3SR_20",2,0.14124293785310735
"ASSQ,ASSQ_27",2,0.14124293785310735
"MFQ_P,MFQ_P_18",2,0.14124293785310735
"SRS,SRS_39",2,0.14124293785310735
"SympChck,CSC_08P",2,0.14124293785310735
"APQ_SR,APQ_SR_22",2,0.14124293785310735
"SympChck,CSC_06C",2,0.14124293785310735
"APQ_SR,APQ_SR_01",2,0.14124293785310735
"APQ_SR,APQ_SR_08",2,0.14124293785310735
"SRS,SRS_62",2,0.14124293785310735
"SCARED_SR,SCARED_SR_37",2,0.14124293785310735
"C3SR,C3SR_12",2,0.14124293785310735
"SRS,SRS_57",2,0.14124293785310735
"SCARED_SR,SCARED_SR_33",2,0.14124293785310735
"SDQ,SDQ_10",2,0.14124293785310735
"SRS,SRS_50",2,0.14124293785310735
"C3SR,C3SR_14",2,0.14124293785310735
"SRS,SRS_49",2,0.14124293785310735
"SRS,SRS_48",2,0.14124293785310735
"SCARED_SR,SCARED_SR_31",2,0.14124293785310735
"SDQ,SDQ_11",2,0.14124293785310735
"SRS,SRS_43",2,0.14124293785310735
"SRS,SRS_65",2,0.14124293785310735
"C3SR,C3SR_13",2,0.14124293785310735
"SRS,SRS_41",2,0.14124293785310735
"APQ_P,APQ_P_19",2,0.14124293785310735
"SCARED_SR,SCARED_SR_19",2,0.14124293785310735
"SRS,SRS_33",2,0.14124293785310735
"CIS_SR,CIS_SR_10",2,0.14124293785310735
"PSI,PSI_32",2,0.14124293785310735
"SRS,SRS_18",2,0.14124293785310735
"RBS,RBS_05",2,0.14124293785310735
"RBS,RBS_06",2,0.14124293785310735
"RBS,RBS_07",2,0.14124293785310735
"RBS,RBS_10",2,0.14124293785310735
"RBS,RBS_11",2,0.14124293785310735
"SRS,SRS_13",2,0.14124293785310735
"RBS,RBS_14",2,0.14124293785310735
"RBS,RBS_16",2,0.14124293785310735
"RBS,RBS_19",2,0.14124293785310735
"PSI,PSI_28",2,0.14124293785310735
"RBS,RBS_20",2,0.14124293785310735
"SRS,SRS_07",2,0.14124293785310735
"SRS,SRS_03",2,0.14124293785310735
"RBS,RBS_32",2,0.14124293785310735
"RBS,RBS_34",2,0.14124293785310735
"RBS,RBS_39",2,0.14124293785310735
"SympChck,CSC_29C",2,0.14124293785310735
"WHODAS_SR,WHODAS_SR_10",2,0.14124293785310735
"WHODAS_SR,WHODAS_SR_03",2,0.14124293785310735
"WHODAS_SR,WHODAS_SR_04",2,0.14124293785310735
"PSI,PSI_29",2,0.14124293785310735
"PSI,PSI_27",2,0.14124293785310735
"SCARED_SR,SCARED_SR_26",2,0.14124293785310735
"WHODAS_P,WHODAS_P_11",2,0.14124293785310735
"SCARED_SR,SCARED_SR_25",2,0.14124293785310735
"SCARED_SR,SCARED_SR_23",2,0.14124293785310735
"APQ_SR,APQ_SR_39",2,0.14124293785310735
"APQ_SR,APQ_SR_40",2,0.14124293785310735
"SCARED_SR,SCARED_SR_22",2,0.14124293785310735
"SympChck,CSC_04C",2,0.14124293785310735
"WHODAS_P,WHODAS_P_04",2,0.14124293785310735
"C3SR,C3SR_21",2,0.14124293785310735
"SRS,SRS_27",2,0.14124293785310735
"WHODAS_P,WHODAS_P_10",2,0.14124293785310735
"SRS,SRS_26",2,0.14124293785310735
"PSI,PSI_23",2,0.14124293785310735
"SRS,SRS_25",2,0.14124293785310735
"SCARED_SR,SCARED_SR_18",2,0.14124293785310735
"SCARED_SR,SCARED_SR_17",2,0.14124293785310735
"SCARED_SR,SCARED_SR_15",2,0.14124293785310735
"CIS_P,CIS_P_07",2,0.14124293785310735
"CIS_P,CIS_P_11",2,0.14124293785310735
"PSI,PSI_11",2,0.14124293785310735
"PSI,PSI_12",2,0.14124293785310735
"SCARED_SR,SCARED_SR_04",2,0.14124293785310735
"PSI,PSI_20",2,0.14124293785310735
"CBCL,CBCL_104",2,0.14124293785310735
"WHODAS_SR,WHODAS_SR_08",2,0.14124293785310735
"C3SR,C3SR_22",2,0.14124293785310735
"CBCL,CBCL_62",2,0.14124293785310735
"CBCL,CBCL_83",2,0.14124293785310735
"SCQ,SCQ_22",2,0.14124293785310735
"DTS,DTS_05",2,0.14124293785310735
"DTS,DTS_08",2,0.14124293785310735
"DTS,DTS_09",2,0.14124293785310735
"CBCL,CBCL_76",2,0.14124293785310735
"CBCL,CBCL_75",2,0.14124293785310735
"CBCL,CBCL_74",2,0.14124293785310735
"SympChck,CSC_22C",2,0.14124293785310735
"ESWAN,DMDD_1B",2,0.14124293785310735
"CCSC,CCSC_21",2,0.14124293785310735
"CBCL,CBCL_90",2,0.14124293785310735
"ESWAN,DMDD_2B",2,0.14124293785310735
"SCQ,SCQ_32",2,0.14124293785310735
"SympChck,CSC_21C",2,0.14124293785310735
"CCSC,CCSC_17",2,0.14124293785310735
"CBCL,CBCL_51",2,0.14124293785310735
"CBCL,CBCL_50",2,0.14124293785310735
"CBCL,CBCL_48",2,0.14124293785310735
"CCSC,CCSC_15",2,0.14124293785310735
"CBCL,CBCL_43",2,0.14124293785310735
"SCQ,SCQ_39",2,0.14124293785310735
"CBCL,CBCL_89",2,0.14124293785310735
"CBCL,CBCL_91",2,0.14124293785310735
"ESWAN,MDD_1A",2,0.14124293785310735
"APQ_P,APQ_P_35",2,0.14124293785310735
"CCSC,CCSC_54",2,0.14124293785310735
"ICU_P,ICU_P_20",2,0.14124293785310735
